caseid,applicant2_treat,APP_1_amt_1,APP_2_amt_1,STATE_amt_1,gender,applicant_2_char,applicant_2_name,applicant_2_rate,applicant_2_comp,applicant_2_high_comp,applicant_2_sex,female,applicant_1_rate,applicant_1_name,applicant_1_char
1776239857,4,749,749,2,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776231849,2,900,600,0,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776241663,1,750,750,0,1,Misty (Exc),Misty,Excellent,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776188911,5,750,750,0,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776241547,6,750,750,0,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776241741,3,582,387,531,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776243339,4,500,500,500,1,James (Poor),James,Poor,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776243309,5,750,750,0,2,Sammie (Exc),Sammie,Excellent,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776217685,5,750,750,0,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776148059,2,800,700,0,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776243267,7,750,750,0,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776243199,7,750,750,0,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776243545,3,750,750,0,1,James (Exc),James,Excellent,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776243485,2,750,750,0,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776241677,4,19,678,803,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776187349,6,700,535,265,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776243931,6,900,400,200,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776255617,2,900,600,0,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776132417,1,750,750,0,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776255731,7,750,750,0,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776231945,7,750,750,0,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776067527,4,600,601,299,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776255865,3,750,750,0,1,James (Exc),James,Excellent,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776253383,1,717,688,95,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776256437,2,898,560,42,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776265699,7,750,750,0,1,No Name (Exc),No Name,Excellent,None,2,None,0,Excellent,Sandra,Sandra (Exc)
1776260047,1,750,750,0,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776189805,4,750,750,0,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776256185,6,647,647,206,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776267485,6,750,750,0,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1775321257,7,700,700,100,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776166943,3,900,600,0,1,James (Exc),James,Excellent,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776268119,2,655,655,190,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776152785,5,750,750,0,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1775945991,4,750,750,0,1,James (Poor),James,Poor,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776206523,1,700,700,100,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776268579,2,750,750,0,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776152579,1,750,750,0,1,Misty (Exc),Misty,Excellent,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776276067,4,750,750,0,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776280483,1,749,749,2,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776133609,6,790,50,660,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776157551,7,600,600,300,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776280875,5,650,650,200,2,Sammie (Exc),Sammie,Excellent,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776289847,4,900,0,600,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776293407,7,754,746,0,1,No Name (Exc),No Name,Excellent,None,2,None,0,Excellent,Sandra,Sandra (Exc)
1776166311,2,700,700,100,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776296187,3,750,750,0,1,James (Exc),James,Excellent,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776299369,4,750,750,0,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776268253,6,600,750,150,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776138637,6,750,221,529,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776300557,2,0,0,1500,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776290413,1,625,625,250,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776180407,3,750,750,0,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776055711,3,500,500,500,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776300669,5,750,750,0,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776206353,7,500,500,500,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776324655,4,750,750,0,1,James (Poor),James,Poor,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776334183,2,750,750,0,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776206457,1,750,750,0,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776180205,2,750,750,0,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776334219,5,700,700,100,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776335273,4,750,750,0,1,James (Poor),James,Poor,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776338237,7,534,473,493,1,No Name (Exc),No Name,Excellent,None,2,None,0,Excellent,Sandra,Sandra (Exc)
1776180347,4,750,750,0,1,James (Poor),James,Poor,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776338867,1,750,750,0,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776348621,3,654,646,200,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776139979,1,708,708,84,1,Misty (Exc),Misty,Excellent,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776339335,6,701,680,119,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776354633,4,700,700,100,1,James (Poor),James,Poor,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776354545,3,600,600,300,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776355437,6,900,600,0,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776370795,6,750,750,0,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776362773,5,749,751,0,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776371835,4,900,600,0,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776354737,2,583,832,85,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776380467,6,600,600,300,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776348527,1,0,0,1500,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776381971,7,824,344,332,1,No Name (Exc),No Name,Excellent,None,2,None,0,Excellent,Sandra,Sandra (Exc)
1776371431,1,642,439,419,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776389195,2,0,0,1500,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776400089,7,750,750,0,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776407589,2,900,594,6,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776245027,6,680,371,449,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776139095,5,750,750,0,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776409323,6,900,400,200,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776408569,3,750,750,0,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776363439,1,700,700,100,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776409521,3,700,700,100,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1774029197,5,736,736,28,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776435823,4,699,706,95,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776036927,3,700,698,102,1,James (Exc),James,Excellent,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776426237,7,750,750,0,1,No Name (Exc),No Name,Excellent,None,2,None,0,Excellent,Sandra,Sandra (Exc)
1776426477,4,804,597,99,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776152655,3,750,750,0,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776440195,6,598,450,452,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776441597,2,574,481,445,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776441491,2,760,740,0,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776441749,7,600,600,300,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1775762623,6,732,590,178,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776332461,1,700,700,100,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776445139,2,335,753,412,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776206431,7,601,601,298,1,No Name (Exc),No Name,Excellent,None,2,None,0,Excellent,Sandra,Sandra (Exc)
1776442311,4,699,700,101,1,James (Poor),James,Poor,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776456981,5,700,700,100,2,Sammie (Exc),Sammie,Excellent,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776451597,1,750,750,0,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776457069,3,0,51,1449,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776451475,4,100,0,1400,1,James (Poor),James,Poor,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776457361,6,750,750,0,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776457449,6,900,600,0,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776457713,1,900,600,0,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776438787,3,724,723,53,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776434481,7,500,500,500,1,No Name (Exc),No Name,Excellent,None,2,None,0,Excellent,Sandra,Sandra (Exc)
1774819623,2,593,448,459,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776153535,3,750,750,0,1,James (Exc),James,Excellent,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776180623,3,750,750,0,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776457783,2,700,700,100,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776378423,7,800,700,0,1,No Name (Exc),No Name,Excellent,None,2,None,0,Excellent,Sandra,Sandra (Exc)
1776152567,6,713,731,56,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776458197,3,700,700,100,1,James (Exc),James,Excellent,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1775562945,1,500,500,500,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1775702165,5,749,749,2,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776458167,2,710,710,80,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776364151,4,500,500,500,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776458299,7,0,0,1500,1,No Name (Exc),No Name,Excellent,None,2,None,0,Excellent,Sandra,Sandra (Exc)
1776180257,5,15,15,1470,2,Sammie (Exc),Sammie,Excellent,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776467811,2,626,611,263,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776219247,1,500,250,750,1,Misty (Exc),Misty,Excellent,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776153303,4,200,900,400,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776470515,2,200,697,603,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776471001,4,900,357,243,1,James (Poor),James,Poor,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776470967,3,750,750,0,1,James (Exc),James,Excellent,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776470885,1,500,500,500,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776471463,1,750,750,0,1,Misty (Exc),Misty,Excellent,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776471217,6,750,300,450,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776471243,5,750,750,0,2,Sammie (Exc),Sammie,Excellent,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776264305,5,500,500,500,2,Sammie (Exc),Sammie,Excellent,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776471713,7,749,751,0,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776470527,3,900,600,0,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776471605,3,750,750,0,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776471561,3,750,750,0,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776471467,6,800,400,300,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776180715,2,900,600,0,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776471611,2,600,600,300,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776480587,3,732,728,40,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776472525,4,500,300,700,1,James (Poor),James,Poor,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776166277,5,700,700,100,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776480877,3,750,750,0,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776139233,7,700,700,100,1,No Name (Exc),No Name,Excellent,None,2,None,0,Excellent,Sandra,Sandra (Exc)
1776476441,6,800,600,100,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776471515,4,750,750,0,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776138927,6,750,750,0,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776138621,5,749,751,0,2,Sammie (Exc),Sammie,Excellent,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776232679,1,746,689,65,1,Misty (Exc),Misty,Excellent,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776139241,1,604,600,296,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776480843,2,750,750,0,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776181351,3,600,600,300,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1775974933,6,600,600,300,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776483801,6,750,750,0,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776081979,4,400,400,700,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776152685,5,750,750,0,2,Sammie (Exc),Sammie,Excellent,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776484471,1,764,736,0,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776152811,7,750,750,0,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776484335,3,0,0,1500,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776484517,2,730,730,40,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776484347,7,0,0,1500,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776309663,7,692,566,242,1,No Name (Exc),No Name,Excellent,None,2,None,0,Excellent,Sandra,Sandra (Exc)
1775111813,2,500,500,500,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776166479,6,400,350,750,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776492217,4,523,543,434,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776484685,6,900,200,400,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776309341,1,749,751,0,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776483737,4,751,749,0,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776489097,2,750,750,0,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776484717,5,0,0,1500,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776493925,2,750,750,0,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776193123,5,0,0,1500,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776483999,6,750,750,0,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776493899,1,700,701,99,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776493867,1,700,700,100,1,Misty (Exc),Misty,Excellent,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776484127,1,500,500,500,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776494175,3,830,429,241,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776219217,2,751,749,0,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776493863,5,725,725,50,2,Sammie (Exc),Sammie,Excellent,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776494247,3,529,529,442,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776496747,4,809,691,0,1,James (Poor),James,Poor,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776494277,5,600,600,300,2,Sammie (Exc),Sammie,Excellent,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776493769,6,900,500,100,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776180447,5,200,200,1100,2,Sammie (Exc),Sammie,Excellent,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776486079,7,750,750,0,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776185283,7,700,700,100,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776496729,1,700,700,100,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776496643,1,750,750,0,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776206425,6,900,400,200,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776180411,7,750,750,0,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776496741,2,839,1,660,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776484499,4,790,710,0,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776496657,3,700,700,100,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776099443,2,750,750,0,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776497027,6,900,600,0,2,Sammie (Poor),Sammie,Poor,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776496557,7,400,400,700,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776153273,4,750,750,0,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776494137,1,200,200,1100,2,Misty (Exc),Misty,Excellent,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776497599,1,700,700,100,1,Misty (Exc),Misty,Excellent,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776496543,4,900,250,350,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776497067,2,720,780,0,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776497733,2,750,750,0,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776497963,6,501,251,748,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776498163,4,750,750,0,1,James (Poor),James,Poor,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776226823,3,675,675,150,1,James (Exc),James,Excellent,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776133127,4,900,600,0,1,James (Poor),James,Poor,High,1,Male,0,Excellent,Sandra,Sandra (Exc)
1776498285,7,0,0,1500,1,No Name (Exc),No Name,Excellent,None,2,None,0,Excellent,Sandra,Sandra (Exc)
1775996547,1,750,750,0,1,Misty (Exc),Misty,Excellent,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776498219,2,900,600,0,2,Misty (Poor),Misty,Poor,Low,0,Female,1,Excellent,Sandra,Sandra (Exc)
1776180783,5,700,700,100,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776497913,5,750,750,0,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776498355,7,750,750,0,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776498197,5,735,668,97,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776501423,4,900,600,0,2,James (Poor),James,Poor,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776502899,5,750,750,0,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776173505,6,0,0,1500,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776153291,7,750,750,0,2,No Name (Exc),No Name,Excellent,None,2,None,1,Excellent,Sandra,Sandra (Exc)
1776248609,3,843,657,0,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776506877,5,725,725,50,1,Sammie (Exc),Sammie,Excellent,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776506807,2,750,750,0,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776498339,1,750,750,0,1,Misty (Exc),Misty,Excellent,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
1776494167,6,0,900,600,1,Sammie (Poor),Sammie,Poor,Low,0,Male,0,Excellent,Sandra,Sandra (Exc)
1776507051,5,700,700,100,2,Sammie (Exc),Sammie,Excellent,Low,0,Male,1,Excellent,Sandra,Sandra (Exc)
1776288667,3,800,700,0,2,James (Exc),James,Excellent,High,1,Male,1,Excellent,Sandra,Sandra (Exc)
1776506843,2,0,0,1500,1,Misty (Poor),Misty,Poor,Low,0,Female,0,Excellent,Sandra,Sandra (Exc)
